,星期,時間,方向,里程,車速,交通量,經度,緯度
18209,5,114,0,37.6,82,339,121.39731,25.058666
18210,5,114,0,41.3,93,187,121.36356,25.064968
18211,5,114,0,44.7,93,63,121.33207,25.059242
18212,5,114,0,46.7,86,173,121.317764,25.047075
18213,5,114,0,49.2,86,195,121.29553,25.036482
18214,5,114,0,51.1,93,199,121.28173,25.025953
18215,5,114,0,53.2,93,173,121.2662,25.012943
18216,5,114,0,55.7,86,249,121.24772,24.998583
18217,5,114,0,57.9,97,108,121.23298,24.983667
18218,5,114,0,58.4,90,165,121.22894,24.980558
18219,5,114,0,60.8,90,68,121.21162,24.965878
18220,5,114,0,63.3,90,118,121.195595,24.949282
18221,5,114,0,66.4,93,113,121.17692,24.929544
18222,5,114,0,68.1,97,115,121.16759,24.917967
18223,5,114,0,69.9,100,74,121.15976,24.903297
18224,5,114,0,75.0,100,93,121.11173,24.893436
18225,5,114,0,88.0,97,159,121.01903,24.848719
18226,5,114,0,92.8,93,163,121.01031,24.808453
18227,5,114,0,95.6,93,146,121.00372,24.783943
18228,5,114,0,97.9,97,133,120.99989,24.764414
18229,5,114,0,104.5,100,136,120.9519,24.72713
18230,5,114,0,112.3,100,112,120.90427,24.679317
18231,5,114,0,129.2,100,133,120.83893,24.550442
18232,5,114,0,138.9,104,121,120.781906,24.48592
18233,5,114,0,146.5,100,136,120.775734,24.420513
18234,5,114,0,157.2,97,136,120.72085,24.339148
18235,5,114,0,162.1,100,165,120.69733,24.301186
18236,5,114,0,166.4,97,156,120.691956,24.262648
18237,5,114,0,169.9,93,202,120.68662,24.231537
18238,5,114,0,177.4,97,148,120.63561,24.184591
18239,5,114,0,180.2,100,94,120.62193,24.163706
18240,5,114,0,183.9,104,106,120.61725,24.130768
18241,5,114,0,190.6,100,131,120.56813,24.113571
18242,5,114,0,196.0,108,128,120.52785,24.085623
18243,5,114,0,201.1,108,100,120.52279,24.04064
18244,5,114,0,208.9,104,114,120.50612,23.971794
18245,5,114,0,215.6,104,131,120.49765,23.91277
18246,5,114,0,224.9,108,115,120.48488,23.830568
18247,5,114,0,232.2,100,108,120.469345,23.766329
18248,5,114,0,239.4,104,130,120.474915,23.702602
18249,5,114,0,242.5,108,104,120.46228,23.677376
18250,5,114,0,247.2,104,97,120.443115,23.639557
18251,5,114,0,251.4,102,122,120.43542,23.60199
18252,5,114,0,260.3,104,112,120.40559,23.52674
18253,5,114,0,267.4,104,77,120.3777,23.469402
18254,5,114,0,271.4,104,101,120.361565,23.436367
18255,5,114,0,282.7,108,89,120.32219,23.34747
18256,5,114,0,286.6,104,116,120.298706,23.320993
18257,5,114,0,293.0,104,108,120.26577,23.272589
18258,5,114,0,301.9,97,164,120.23642,23.197287
18259,5,114,0,308.3,100,120,120.23327,23.14075
18260,5,114,0,312.6,97,182,120.24768,23.104816
18261,5,114,0,318.5,90,176,120.25302,23.051311
18262,5,114,0,322.7,90,198,120.25,23.014172
18263,5,114,0,325.2,90,130,120.24818,22.991814
18264,5,114,0,328.6,95,104,120.249825,22.960903
18265,5,114,0,336.6,90,139,120.27215,22.892618
18266,5,114,0,339.8,93,184,120.28499,22.867418
18267,5,114,0,346.0,90,169,120.31273,22.818039
18268,5,114,0,355.9,86,163,120.33429,22.730904
18269,5,114,0,359.0,82,171,120.32818,22.703363
18270,5,114,0,364.0,79,176,120.332085,22.658892
18271,5,114,0,367.6,75,141,120.33622,22.62782
18272,5,114,0,369.6,79,160,120.33961,22.609428
18273,5,114,0,373.6,79,7,120.32315,22.581932
18274,5,114,1,0.5,90,54,121.731766,25.118786
18275,5,114,1,1.7,93,76,121.72591,25.109568
18276,5,114,1,2.9,93,103,121.71786,25.102837
18277,5,114,1,6.1,86,166,121.69364,25.088272
18278,5,114,1,9.9,100,56,121.65948,25.076263
18279,5,114,1,14.7,82,156,121.61352,25.065643
18280,5,114,1,15.5,75,122,121.6059,25.064753
18281,5,114,1,16.3,97,62,121.59873,25.064007
18282,5,114,1,18.2,75,130,121.58023,25.068987
18283,5,114,1,20.6,93,163,121.55774,25.07275
18284,5,114,1,24.8,90,213,121.5166,25.077631
18285,5,114,1,26.4,54,216,121.50139,25.077463
18286,5,114,1,29.3,72,176,121.47296,25.074797
18287,5,114,1,30.5,93,77,121.46066,25.075554
18288,5,114,1,33.4,90,81,121.43328,25.068727
18289,5,114,1,33.9,86,279,121.428764,25.06824
18290,5,114,1,37.6,86,118,121.39731,25.058666
18291,5,114,1,41.3,93,140,121.36356,25.064968
18292,5,114,1,44.7,93,138,121.331856,25.060125
18293,5,114,1,46.7,93,159,121.317764,25.047075
18294,5,114,1,49.2,93,148,121.29553,25.036482
18295,5,114,1,51.1,90,172,121.28173,25.025953
18296,5,114,1,53.2,79,223,121.2662,25.012943
18297,5,114,1,55.7,82,148,121.24772,24.998583
18298,5,114,1,57.8,79,106,121.2332,24.984413
18299,5,114,1,57.9,79,33,121.23253,24.984095
18300,5,114,1,61.0,90,128,121.20987,24.96525
18301,5,114,1,63.3,90,126,121.195595,24.949282
18302,5,114,1,66.4,93,157,121.17692,24.929544
18303,5,114,1,68.1,90,125,121.16759,24.917967
18304,5,114,1,69.9,90,148,121.15976,24.903297
18305,5,114,1,75.0,82,206,121.11173,24.893436
18306,5,114,1,88.0,64,180,121.01903,24.848719
18307,5,114,1,92.8,82,178,121.01031,24.808453
18308,5,114,1,95.0,90,174,121.00525,24.789621
18309,5,114,1,98.0,97,138,120.99886,24.763586
18310,5,114,1,104.5,100,126,120.9519,24.72713
18311,5,114,1,112.3,100,132,120.90427,24.679317
18312,5,114,1,129.2,100,135,120.83893,24.550442
18313,5,114,1,138.9,104,115,120.781906,24.48592
18314,5,114,1,146.5,104,132,120.775734,24.420513
18315,5,114,1,157.2,104,131,120.72085,24.339148
18316,5,114,1,162.1,104,95,120.69733,24.301186
18317,5,114,1,166.4,100,147,120.691956,24.262648
18318,5,114,1,169.9,50,131,120.68662,24.231537
18319,5,114,1,177.4,104,97,120.63561,24.184591
18320,5,114,1,180.2,108,125,120.62193,24.163706
18321,5,114,1,183.9,100,157,120.61725,24.130768
18322,5,114,1,190.6,100,163,120.56813,24.113571
18323,5,114,1,196.0,61,164,120.52785,24.085623
18324,5,114,1,201.1,97,176,120.52279,24.04064
18325,5,114,1,208.9,97,164,120.50612,23.971794
18326,5,114,1,215.6,104,146,120.49765,23.91277
18327,5,114,1,224.9,100,160,120.48488,23.830568
18328,5,114,1,232.2,104,156,120.469345,23.766329
18329,5,114,1,239.4,104,133,120.474915,23.702602
18330,5,114,1,242.5,108,105,120.46228,23.677376
18331,5,114,1,247.2,104,134,120.443115,23.639557
18332,5,114,1,251.4,104,119,120.43542,23.60199
18333,5,114,1,260.3,108,98,120.40559,23.52674
18334,5,114,1,267.4,108,104,120.3777,23.469402
18335,5,114,1,271.4,108,91,120.361565,23.436367
18336,5,114,1,282.7,108,101,120.32219,23.34747
18337,5,114,1,286.6,109,96,120.298706,23.320993
18338,5,114,1,293.0,108,93,120.26577,23.272589
18339,5,114,1,301.9,104,92,120.23642,23.197287
18340,5,114,1,308.3,108,118,120.23327,23.14075
18341,5,114,1,312.6,104,120,120.24768,23.104816
18342,5,114,1,318.5,100,151,120.25302,23.051311
18343,5,114,1,322.7,104,137,120.25,23.014172
18344,5,114,1,325.2,104,116,120.24818,22.991814
18345,5,114,1,328.6,100,130,120.249825,22.960903
18346,5,114,1,336.6,100,157,120.27215,22.892618
18347,5,114,1,339.8,93,181,120.28499,22.867418
18348,5,114,1,346.0,93,127,120.31273,22.818039
18349,5,114,1,356.1,93,157,120.33376,22.728956
18350,5,114,1,359.0,97,172,120.32818,22.703363
18351,5,114,1,364.0,86,169,120.332085,22.658892
18352,5,114,1,367.6,82,155,120.33622,22.62782
18353,5,114,1,368.6,86,5,120.33665,22.61912
18354,5,115,0,1.7,90,44,121.72591,25.109568
18355,5,115,0,2.9,90,58,121.71786,25.102837
18356,5,115,0,6.1,90,71,121.69364,25.088272
18357,5,115,0,9.9,54,124,121.659424,25.076044
18358,5,115,0,14.7,82,64,121.61352,25.065643
18359,5,115,0,15.5,79,155,121.6059,25.064753
18360,5,115,0,17.4,100,22,121.58804,25.065544
18361,5,115,0,20.0,93,66,121.562515,25.070993
18362,5,115,0,20.8,90,165,121.555016,25.072262
18363,5,115,0,21.3,79,105,121.55036,25.073053
18364,5,115,0,23.3,79,126,121.5307,25.073019
18365,5,115,0,25.6,75,218,121.50911,25.078068
18366,5,115,0,27.1,90,179,121.49402,25.075256
18367,5,115,0,29.3,90,211,121.47296,25.074797
18368,5,115,0,33.3,90,84,121.435135,25.068148
18369,5,115,0,34.0,93,171,121.428055,25.068
18370,5,115,0,37.6,82,313,121.39731,25.058666
18371,5,115,0,41.3,91,172,121.36356,25.064968
18372,5,115,0,44.7,93,86,121.33207,25.059242
18373,5,115,0,46.7,86,171,121.317764,25.047075
18374,5,115,0,49.2,90,197,121.29553,25.036482
18375,5,115,0,51.1,97,188,121.28173,25.025953
18376,5,115,0,53.2,90,164,121.2662,25.012943
18377,5,115,0,55.7,86,230,121.24772,24.998583
18378,5,115,0,57.9,100,88,121.23298,24.983667
18379,5,115,0,58.4,90,166,121.22894,24.980558
18380,5,115,0,60.8,90,69,121.21162,24.965878
18381,5,115,0,63.3,90,99,121.195595,24.949282
18382,5,115,0,66.4,93,123,121.17692,24.929544
18383,5,115,0,68.1,97,157,121.16759,24.917967
18384,5,115,0,69.9,97,81,121.15976,24.903297
18385,5,115,0,75.0,100,93,121.11173,24.893436
18386,5,115,0,88.0,93,144,121.01903,24.848719
18387,5,115,0,92.8,93,156,121.01031,24.808453
18388,5,115,0,95.6,97,133,121.00372,24.783943
18389,5,115,0,97.9,100,144,120.99989,24.764414
18390,5,115,0,104.5,100,153,120.9519,24.72713
18391,5,115,0,112.3,100,140,120.90427,24.679317
18392,5,115,0,129.2,100,128,120.83893,24.550442
18393,5,115,0,138.9,104,107,120.781906,24.48592
18394,5,115,0,146.5,100,132,120.775734,24.420513
18395,5,115,0,157.2,97,144,120.72085,24.339148
18396,5,115,0,162.1,100,167,120.69733,24.301186
18397,5,115,0,166.4,97,145,120.691956,24.262648
18398,5,115,0,169.9,97,170,120.68662,24.231537
18399,5,115,0,177.4,93,165,120.63561,24.184591
18400,5,115,0,180.2,104,110,120.62193,24.163706
18401,5,115,0,183.9,104,133,120.61725,24.130768
18402,5,115,0,190.6,104,114,120.56813,24.113571
18403,5,115,0,196.0,108,135,120.52785,24.085623
18404,5,115,0,201.1,104,151,120.52279,24.04064
18405,5,115,0,208.9,108,118,120.50612,23.971794
18406,5,115,0,215.6,104,126,120.49765,23.91277
18407,5,115,0,224.9,108,117,120.48488,23.830568
18408,5,115,0,232.2,100,121,120.469345,23.766329
18409,5,115,0,239.4,104,105,120.474915,23.702602
18410,5,115,0,242.5,108,118,120.46228,23.677376
18411,5,115,0,247.2,108,102,120.443115,23.639557
18412,5,115,0,251.4,108,103,120.43542,23.60199
18413,5,115,0,260.3,104,97,120.40559,23.52674
18414,5,115,0,267.4,100,90,120.3777,23.469402
18415,5,115,0,271.4,108,113,120.361565,23.436367
18416,5,115,0,282.7,108,87,120.32219,23.34747
18417,5,115,0,286.6,104,126,120.298706,23.320993
18418,5,115,0,293.0,100,130,120.26577,23.272589
18419,5,115,0,301.9,104,104,120.23642,23.197287
18420,5,115,0,308.3,97,154,120.23327,23.14075
18421,5,115,0,312.6,97,190,120.24768,23.104816
18422,5,115,0,318.5,93,181,120.25302,23.051311
18423,5,115,0,322.7,90,166,120.25,23.014172
18424,5,115,0,325.2,86,172,120.24818,22.991814
18425,5,115,0,328.6,93,125,120.249825,22.960903
18426,5,115,0,336.6,90,149,120.27215,22.892618
18427,5,115,0,339.8,93,138,120.28499,22.867418
18428,5,115,0,346.0,86,169,120.31273,22.818039
18429,5,115,0,355.9,79,184,120.33429,22.730904
18430,5,115,0,359.0,82,166,120.32818,22.703363
18431,5,115,0,364.0,79,176,120.332085,22.658892
18432,5,115,0,367.6,75,164,120.33622,22.62782
18433,5,115,0,369.6,86,147,120.33961,22.609428
18434,5,115,0,373.6,82,7,120.32315,22.581932
18435,5,115,1,0.5,90,66,121.731766,25.118786
18436,5,115,1,1.7,90,87,121.72591,25.109568
18437,5,115,1,2.9,90,127,121.71786,25.102837
18438,5,115,1,6.1,90,145,121.69364,25.088272
18439,5,115,1,9.9,97,55,121.65948,25.076263
18440,5,115,1,14.7,79,153,121.61352,25.065643
18441,5,115,1,15.5,82,103,121.6059,25.064753
18442,5,115,1,16.3,90,65,121.59873,25.064007
18443,5,115,1,18.2,72,106,121.58023,25.068987
18444,5,115,1,20.6,93,128,121.55774,25.07275
18445,5,115,1,24.8,90,179,121.5166,25.077631
18446,5,115,1,26.4,54,208,121.50139,25.077463
18447,5,115,1,29.3,75,211,121.47296,25.074797
18448,5,115,1,30.5,93,85,121.46066,25.075554
18449,5,115,1,33.4,90,72,121.43328,25.068727
18450,5,115,1,33.9,86,119,121.428764,25.06824
18451,5,115,1,37.6,86,154,121.39731,25.058666
18452,5,115,1,41.3,97,127,121.36356,25.064968
18453,5,115,1,44.7,93,120,121.331856,25.060125
18454,5,115,1,46.7,97,157,121.317764,25.047075
18455,5,115,1,49.2,93,156,121.29553,25.036482
18456,5,115,1,51.1,90,146,121.28173,25.025953
18457,5,115,1,53.2,82,204,121.2662,25.012943
18458,5,115,1,55.7,86,161,121.24772,24.998583
18459,5,115,1,57.8,82,137,121.2332,24.984413
18460,5,115,1,57.9,82,85,121.23253,24.984095
18461,5,115,1,61.0,93,126,121.20987,24.96525
18462,5,115,1,63.3,86,130,121.195595,24.949282
18463,5,115,1,66.4,93,164,121.17692,24.929544
18464,5,115,1,68.1,90,100,121.16759,24.917967
18465,5,115,1,69.9,93,139,121.15976,24.903297
18466,5,115,1,75.0,82,239,121.11173,24.893436
18467,5,115,1,88.0,64,206,121.01903,24.848719
18468,5,115,1,92.8,86,159,121.01031,24.808453
18469,5,115,1,95.0,90,163,121.00525,24.789621
18470,5,115,1,98.0,100,143,120.99886,24.763586
18471,5,115,1,104.5,100,126,120.9519,24.72713
18472,5,115,1,112.3,100,138,120.90427,24.679317
18473,5,115,1,129.2,100,112,120.83893,24.550442
18474,5,115,1,138.9,104,134,120.781906,24.48592
18475,5,115,1,146.5,104,121,120.775734,24.420513
18476,5,115,1,157.2,104,143,120.72085,24.339148
18477,5,115,1,162.1,104,118,120.69733,24.301186
18478,5,115,1,166.4,100,173,120.691956,24.262648
18479,5,115,1,169.9,46,160,120.68662,24.231537
18480,5,115,1,177.4,104,128,120.63561,24.184591
18481,5,115,1,180.2,104,146,120.62193,24.163706
18482,5,115,1,183.9,100,159,120.61725,24.130768
18483,5,115,1,190.6,100,175,120.56813,24.113571
18484,5,115,1,196.0,54,167,120.52785,24.085623
18485,5,115,1,201.1,99,178,120.52279,24.04064
18486,5,115,1,208.9,97,199,120.50612,23.971794
18487,5,115,1,215.6,100,151,120.49765,23.91277
18488,5,115,1,224.9,100,152,120.48488,23.830568
18489,5,115,1,232.2,100,157,120.469345,23.766329
18490,5,115,1,239.4,104,148,120.474915,23.702602
18491,5,115,1,242.5,104,118,120.46228,23.677376
18492,5,115,1,247.2,100,113,120.443115,23.639557
18493,5,115,1,251.4,104,109,120.43542,23.60199
18494,5,115,1,260.3,104,105,120.40559,23.52674
18495,5,115,1,267.4,104,126,120.3777,23.469402
18496,5,115,1,271.4,108,80,120.361565,23.436367
18497,5,115,1,282.7,108,97,120.32219,23.34747
18498,5,115,1,286.6,108,92,120.298706,23.320993
18499,5,115,1,293.0,108,115,120.26577,23.272589
18500,5,115,1,301.9,108,92,120.23642,23.197287
18501,5,115,1,308.3,108,104,120.23327,23.14075
18502,5,115,1,312.6,104,99,120.24768,23.104816
18503,5,115,1,318.5,100,139,120.25302,23.051311
18504,5,115,1,322.7,100,156,120.25,23.014172
18505,5,115,1,325.2,104,108,120.24818,22.991814
18506,5,115,1,328.6,97,131,120.249825,22.960903
18507,5,115,1,336.6,104,172,120.27215,22.892618
18508,5,115,1,339.8,93,165,120.28499,22.867418
18509,5,115,1,346.0,86,173,120.31273,22.818039
18510,5,115,1,356.1,93,138,120.33376,22.728956
18511,5,115,1,359.0,93,131,120.32818,22.703363
18512,5,115,1,364.0,97,162,120.332085,22.658892
18513,5,115,1,367.6,90,171,120.33622,22.62782
18514,5,115,1,368.6,79,17,120.33665,22.61912
18515,5,116,0,1.7,86,35,121.72591,25.109568
18516,5,116,0,2.9,90,52,121.71786,25.102837
18517,5,116,0,6.1,90,67,121.69364,25.088272
18518,5,116,0,9.9,50,119,121.659424,25.076044
18519,5,116,0,14.7,82,76,121.61352,25.065643
18520,5,116,0,15.5,82,165,121.6059,25.064753
18521,5,116,0,17.4,100,32,121.58804,25.065544
18522,5,116,0,20.0,90,74,121.562515,25.070993
18523,5,116,0,20.8,90,161,121.555016,25.072262
18524,5,116,0,21.3,79,113,121.55036,25.073053
18525,5,116,0,23.3,79,114,121.5307,25.073019
18526,5,116,0,25.6,75,225,121.50911,25.078068
18527,5,116,0,27.1,86,200,121.49402,25.075256
18528,5,116,0,29.3,90,201,121.47296,25.074797
18529,5,116,0,33.3,90,78,121.435135,25.068148
18530,5,116,0,34.0,93,182,121.428055,25.068
18531,5,116,0,37.6,82,328,121.39731,25.058666
18532,5,116,0,41.3,93,144,121.36356,25.064968
18533,5,116,0,44.7,97,75,121.33207,25.059242
18534,5,116,0,46.7,86,139,121.317764,25.047075
18535,5,116,0,49.2,90,166,121.29553,25.036482
18536,5,116,0,51.1,93,182,121.28173,25.025953
18537,5,116,0,53.2,90,170,121.2662,25.012943
18538,5,116,0,55.7,86,240,121.24772,24.998583
18539,5,116,0,57.9,97,93,121.23298,24.983667
18540,5,116,0,58.4,90,152,121.22894,24.980558
18541,5,116,0,60.8,90,52,121.21162,24.965878
18542,5,116,0,63.3,82,125,121.195595,24.949282
18543,5,116,0,66.4,93,113,121.17692,24.929544
18544,5,116,0,68.1,93,142,121.16759,24.917967
18545,5,116,0,69.9,93,88,121.15976,24.903297
18546,5,116,0,75.0,100,106,121.11173,24.893436
18547,5,116,0,88.0,97,172,121.01903,24.848719
18548,5,116,0,92.8,97,166,121.01031,24.808453
18549,5,116,0,95.6,79,140,121.00372,24.783943
18550,5,116,0,97.9,97,179,120.99989,24.764414
18551,5,116,0,104.5,97,156,120.9519,24.72713
18552,5,116,0,112.3,104,135,120.90427,24.679317
18553,5,116,0,129.2,100,148,120.83893,24.550442
18554,5,116,0,138.9,100,136,120.781906,24.48592
18555,5,116,0,146.5,104,148,120.775734,24.420513
18556,5,116,0,157.2,97,161,120.72085,24.339148
18557,5,116,0,162.1,100,149,120.69733,24.301186
18558,5,116,0,166.4,97,128,120.691956,24.262648
18559,5,116,0,169.9,93,194,120.68662,24.231537
18560,5,116,0,177.4,93,166,120.63561,24.184591
18561,5,116,0,180.2,104,88,120.62193,24.163706
18562,5,116,0,183.9,104,100,120.61725,24.130768
18563,5,116,0,190.6,100,138,120.56813,24.113571
18564,5,116,0,196.0,108,142,120.52785,24.085623
18565,5,116,0,201.1,108,118,120.52279,24.04064
18566,5,116,0,208.9,104,139,120.50612,23.971794
18567,5,116,0,215.6,104,137,120.49765,23.91277
18568,5,116,0,224.9,104,119,120.48488,23.830568
18569,5,116,0,232.2,104,92,120.469345,23.766329
18570,5,116,0,239.4,104,134,120.474915,23.702602
18571,5,116,0,242.5,108,109,120.46228,23.677376
18572,5,116,0,247.2,108,100,120.443115,23.639557
18573,5,116,0,251.4,104,116,120.43542,23.60199
18574,5,116,0,260.3,104,109,120.40559,23.52674
18575,5,116,0,267.4,104,85,120.3777,23.469402
18576,5,116,0,271.4,104,106,120.361565,23.436367
18577,5,116,0,282.7,104,87,120.32219,23.34747
18578,5,116,0,286.6,108,105,120.298706,23.320993
18579,5,116,0,293.0,104,93,120.26577,23.272589
18580,5,116,0,301.9,97,162,120.23642,23.197287
18581,5,116,0,308.3,100,174,120.23327,23.14075
18582,5,116,0,312.6,100,145,120.24768,23.104816
18583,5,116,0,318.5,97,150,120.25302,23.051311
18584,5,116,0,322.7,90,181,120.25,23.014172
18585,5,116,0,325.2,75,154,120.24818,22.991814
18586,5,116,0,328.6,93,125,120.249825,22.960903
18587,5,116,0,336.6,93,98,120.27215,22.892618
18588,5,116,0,339.8,86,198,120.28499,22.867418
18589,5,116,0,346.0,86,184,120.31273,22.818039
18590,5,116,0,355.9,82,161,120.33429,22.730904
18591,5,116,0,359.0,72,197,120.32818,22.703363
18592,5,116,0,364.0,82,181,120.332085,22.658892
18593,5,116,0,367.6,75,138,120.33622,22.62782
18594,5,116,0,369.6,86,141,120.33961,22.609428
18595,5,116,0,373.6,86,5,120.32315,22.581932
18596,5,116,1,0.5,86,49,121.731766,25.118786
18597,5,116,1,1.7,86,72,121.72591,25.109568
18598,5,116,1,2.9,93,85,121.71786,25.102837
18599,5,116,1,6.1,82,155,121.69364,25.088272
18600,5,116,1,9.9,104,38,121.65948,25.076263
18601,5,116,1,14.7,90,127,121.61352,25.065643
18602,5,116,1,15.5,86,133,121.6059,25.064753
18603,5,116,1,16.3,93,60,121.59873,25.064007
18604,5,116,1,18.2,79,94,121.58023,25.068987
18605,5,116,1,20.6,90,148,121.55774,25.07275
18606,5,116,1,24.8,90,189,121.5166,25.077631
18607,5,116,1,26.4,57,205,121.50139,25.077463
18608,5,116,1,29.3,82,192,121.47296,25.074797
18609,5,116,1,30.5,93,75,121.46066,25.075554
18610,5,116,1,33.4,91,80,121.43328,25.068727
18611,5,116,1,33.9,82,127,121.428764,25.06824
18612,5,116,1,37.6,82,150,121.39731,25.058666
18613,5,116,1,41.3,97,154,121.36356,25.064968
18614,5,116,1,44.7,90,140,121.331856,25.060125
18615,5,116,1,46.7,93,164,121.317764,25.047075
18616,5,116,1,49.2,93,169,121.29553,25.036482
18617,5,116,1,51.1,90,163,121.28173,25.025953
18618,5,116,1,53.2,86,219,121.2662,25.012943
18619,5,116,1,55.7,90,150,121.24772,24.998583
18620,5,116,1,57.8,82,106,121.2332,24.984413
18621,5,116,1,57.9,82,85,121.23253,24.984095
18622,5,116,1,61.0,86,144,121.20987,24.96525
18623,5,116,1,63.3,86,134,121.195595,24.949282
18624,5,116,1,66.4,93,171,121.17692,24.929544
18625,5,116,1,68.1,90,130,121.16759,24.917967
18626,5,116,1,69.9,90,129,121.15976,24.903297
18627,5,116,1,75.0,82,183,121.11173,24.893436
18628,5,116,1,88.0,64,226,121.01903,24.848719
18629,5,116,1,92.8,79,158,121.01031,24.808453
18630,5,116,1,95.0,90,159,121.00525,24.789621
18631,5,116,1,98.0,97,126,120.99886,24.763586
18632,5,116,1,104.5,100,151,120.9519,24.72713
18633,5,116,1,112.3,100,121,120.90427,24.679317
18634,5,116,1,129.2,100,131,120.83893,24.550442
18635,5,116,1,138.9,100,141,120.781906,24.48592
18636,5,116,1,146.5,100,130,120.775734,24.420513
18637,5,116,1,157.2,104,109,120.72085,24.339148
18638,5,116,1,162.1,104,131,120.69733,24.301186
18639,5,116,1,166.4,100,169,120.691956,24.262648
18640,5,116,1,169.9,46,172,120.68662,24.231537
18641,5,116,1,177.4,108,127,120.63561,24.184591
18642,5,116,1,180.2,104,160,120.62193,24.163706
18643,5,116,1,183.9,100,161,120.61725,24.130768
18644,5,116,1,190.6,100,162,120.56813,24.113571
18645,5,116,1,196.0,54,182,120.52785,24.085623
18646,5,116,1,201.1,90,163,120.52279,24.04064
18647,5,116,1,208.9,97,185,120.50612,23.971794
18648,5,116,1,215.6,97,177,120.49765,23.91277
18649,5,116,1,224.9,97,155,120.48488,23.830568
18650,5,116,1,232.2,104,157,120.469345,23.766329
18651,5,116,1,239.4,104,160,120.474915,23.702602
18652,5,116,1,242.5,104,131,120.46228,23.677376
18653,5,116,1,247.2,100,139,120.443115,23.639557
18654,5,116,1,251.4,104,102,120.43542,23.60199
18655,5,116,1,260.3,104,94,120.40559,23.52674
18656,5,116,1,267.4,104,107,120.3777,23.469402
18657,5,116,1,271.4,104,98,120.361565,23.436367
18658,5,116,1,282.7,108,110,120.32219,23.34747
18659,5,116,1,286.6,111,90,120.298706,23.320993
18660,5,116,1,293.0,106,102,120.26577,23.272589
18661,5,116,1,301.9,104,116,120.23642,23.197287
18662,5,116,1,308.3,108,127,120.23327,23.14075
18663,5,116,1,312.6,100,106,120.24768,23.104816
18664,5,116,1,318.5,97,145,120.25302,23.051311
18665,5,116,1,322.7,104,123,120.25,23.014172
18666,5,116,1,325.2,100,101,120.24818,22.991814
18667,5,116,1,328.6,97,128,120.249825,22.960903
18668,5,116,1,336.6,100,149,120.27215,22.892618
18669,5,116,1,339.8,100,170,120.28499,22.867418
18670,5,116,1,346.0,93,172,120.31273,22.818039
18671,5,116,1,356.1,86,172,120.33376,22.728956
18672,5,116,1,359.0,93,147,120.32818,22.703363
18673,5,116,1,364.0,93,135,120.332085,22.658892
18674,5,116,1,367.6,91,132,120.33622,22.62782
18675,5,116,1,368.6,82,19,120.33665,22.61912
18676,5,117,0,1.7,86,31,121.72591,25.109568
18677,5,117,0,2.9,86,46,121.71786,25.102837
18678,5,117,0,6.1,90,65,121.69364,25.088272
18679,5,117,0,9.9,54,114,121.659424,25.076044
18680,5,117,0,14.7,82,65,121.61352,25.065643
18681,5,117,0,15.5,86,116,121.6059,25.064753
18682,5,117,0,17.4,100,30,121.58804,25.065544
18683,5,117,0,20.0,86,59,121.562515,25.070993
18684,5,117,0,20.8,86,165,121.555016,25.072262
18685,5,117,0,21.3,79,101,121.55036,25.073053
18686,5,117,0,23.3,79,97,121.5307,25.073019
18687,5,117,0,25.6,75,249,121.50911,25.078068
18688,5,117,0,27.1,82,196,121.49402,25.075256
18689,5,117,0,29.3,90,211,121.47296,25.074797
18690,5,117,0,33.3,93,72,121.435135,25.068148
18691,5,117,0,34.0,93,155,121.428055,25.068
18692,5,117,0,37.6,82,280,121.39731,25.058666
18693,5,117,0,41.3,93,144,121.36356,25.064968
18694,5,117,0,44.7,97,59,121.33207,25.059242
18695,5,117,0,46.7,82,127,121.317764,25.047075
18696,5,117,0,49.2,90,194,121.29553,25.036482
18697,5,117,0,51.1,93,185,121.28173,25.025953
18698,5,117,0,53.2,86,182,121.2662,25.012943
18699,5,117,0,55.7,86,260,121.24772,24.998583
18700,5,117,0,57.9,97,104,121.23298,24.983667
18701,5,117,0,58.4,90,169,121.22894,24.980558
18702,5,117,0,60.8,90,62,121.21162,24.965878
18703,5,117,0,63.3,93,132,121.195595,24.949282
18704,5,117,0,66.4,97,113,121.17692,24.929544
18705,5,117,0,68.1,99,146,121.16759,24.917967
18706,5,117,0,69.9,97,82,121.15976,24.903297
18707,5,117,0,75.0,104,84,121.11173,24.893436
18708,5,117,0,88.0,97,160,121.01903,24.848719
18709,5,117,0,92.8,93,158,121.01031,24.808453
18710,5,117,0,95.6,61,167,121.00372,24.783943
18711,5,117,0,97.9,97,141,120.99989,24.764414
18712,5,117,0,104.5,100,143,120.9519,24.72713
18713,5,117,0,112.3,100,129,120.90427,24.679317
18714,5,117,0,129.2,100,115,120.83893,24.550442
18715,5,117,0,138.9,104,134,120.781906,24.48592
18716,5,117,0,146.5,100,154,120.775734,24.420513
18717,5,117,0,157.2,100,137,120.72085,24.339148
18718,5,117,0,162.1,100,159,120.69733,24.301186
18719,5,117,0,166.4,97,145,120.691956,24.262648
18720,5,117,0,169.9,97,188,120.68662,24.231537
18721,5,117,0,177.4,93,167,120.63561,24.184591
18722,5,117,0,180.2,104,134,120.62193,24.163706
18723,5,117,0,183.9,100,147,120.61725,24.130768
18724,5,117,0,190.6,104,126,120.56813,24.113571
18725,5,117,0,196.0,104,131,120.52785,24.085623
